Country,Year,Max_Temperature,Min_Temperature,Avg_Humidity
India,2013,29.6,23.7,79
India,2013,27.6,24.7,86
India,2013,26.7,23.9,89
India,2013,28.0,24.0,85
India,2013,30.4,23.8,84
India,2013,29.7,24.2,86
India,2013,29.6,24.3,86
India,2013,25.4,23.5,94
India,2013,27.3,23.9,86
India,2013,26.3,22.6,84
India,2013,26.3,22.6,83
India,2013,24.0,22.9,92
India,2013,25.3,22.4,86
India,2013,24.4,22.8,81
India,2013,24.4,22.4,83
India,2013,25.6,22.7,89
India,2013,27.7,23.3,86
India,2013,26.8,23.1,90
India,2013,27.8,23.0,85
India,2013,30.2,22.7,77
India,2013,30.8,23.5,80
India,2013,31.1,23.4,76
India,2013,31.7,23.9,75
India,2013,30.8,24.1,73
India,2013,31.0,24.0,76
India,2013,30.6,23.9,76
India,2013,31.1,23.5,75
India,2013,31.7,24.2,73
India,2013,32.2,24.3,71
India,2013,31.1,24.9,76
India,2013,31.6,24.0,85
India,2013,31.7,24.7,82
India,2013,31.6,23.5,82
India,2013,31.4,24.2,85
India,2013,30.6,23.6,87
India,2013,31.3,24.2,84
India,2013,30.5,23.7,86
India,2013,31.0,24.0,85
India,2013,29.8,23.9,88
India,2013,30.9,24.2,87
India,2013,26.6,24.5,94
India,2013,25.6,23.8,89
India,2013,24.5,22.6,91
India,2013,27.7,22.9,80
India,2013,29.5,23.2,77
India,2013,30.5,24.0,76
India,2013,30.9,23.4,80
India,2013,31.4,23.6,78
India,2013,31.9,24.4,78
India,2013,31.2,24.8,75
India,2013,30.8,24.0,77
India,2013,31.1,24.4,82
India,2013,29.1,23.9,90
India,2013,26.0,23.6,95
India,2013,27.9,23.0,92
India,2013,29.7,22.9,89
India,2013,29.5,22.7,84
India,2013,30.6,23.3,85
India,2013,29.3,23.1,88
India,2013,29.0,23.5,87
India,2013,27.2,22.7,88
India,2013,28.8,22.7,88
India,2013,30.6,22.0,82
India,2013,31.4,23.7,76
India,2013,30.5,22.3,77
India,2013,30.6,22.1,75
India,2013,31.2,23.3,76
India,2013,31.4,21.6,72
India,2013,30.9,19.7,72
India,2013,31.0,20.1,71
India,2013,29.5,20.0,73
India,2013,30.2,21.1,73
India,2013,29.0,22.9,78
India,2013,28.7,23.3,76
India,2013,26.8,23.2,83
India,2013,27.8,23.1,86
India,2013,27.5,22.7,88
India,2013,29.3,22.1,78
India,2013,29.8,20.7,73
India,2013,30.1,21.7,68
India,2013,29.8,17.9,67
India,2013,29.5,17.2,70
India,2013,29.3,16.9,68
India,2013,29.7,17.1,67
India,2013,30.2,17.7,67
India,2013,29.9,18.1,67
India,2013,29.0,18.3,69
India,2013,28.9,17.9,67
India,2013,28.6,17.5,65
India,2013,28.7,17.2,67
India,2013,28.8,16.9,68
India,2013,28.7,17.5,66
India,2013,28.1,18.6,61
India,2013,27.5,15.8,61
India,2013,27.4,16.3,59
India,2013,27.7,15.2,60
India,2013,27.2,14.3,62
India,2013,27.0,14.2,60
India,2013,27.7,14.6,60
India,2013,28.5,16.6,57
India,2013,29.1,16.1,55
India,2013,28.8,14.4,56
India,2013,28.7,14.1,53
India,2013,29.2,16.6,61
India,2013,29.2,20.8,66
India,2013,28.8,21.8,75
India,2013,30.9,20.7,70
India,2013,30.6,18.7,46
India,2013,30.0,16.0,46
India,2013,29.1,16.2,46
India,2013,29.0,20.8,58
India,2013,29.7,20.4,66
India,2013,30.2,21.0,51
India,2013,30.2,19.7,56
India,2013,29.4,19.5,59
India,2013,30.1,18.0,50
India,2013,28.9,17.2,54
India,2013,27.3,15.9,44
India,2013,27.1,13.0,49
India,2013,27.6,12.3,54
India,2013,28.1,12.6,54
India,2013,28.2,13.5,50
India,2013,28.0,13.7,48
India,2013,27.3,13.1,48
India,2013,27.1,12.3,48
India,2013,27.9,12.6,53
India,2013,27.9,12.6,54
India,2013,27.4,12.7,53
India,2013,27.2,12.8,52
India,2013,26.9,13.2,53
India,2013,27.7,14.6,52
India,2013,27.7,16.2,50
India,2013,27.8,14.5,57
India,2013,28.0,16.3,60
India,2013,28.0,15.6,61
India,2013,28.1,15.7,58
India,2013,27.6,15.9,58
India,2013,27.4,16.1,56
India,2013,27.8,16.1,54
India,2013,28.2,15.5,59
India,2013,28.2,15.8,58
India,2013,27.9,16.7,58
India,2013,27.3,15.9,63
India,2014,27.8,15.7,58
India,2014,27.9,16.0,56
India,2014,28.0,16.3,57
India,2014,29.0,16.0,54
India,2014,28.5,16.3,60
India,2014,28.2,18.9,61
India,2014,27.7,17.0,53
India,2014,28.9,16.7,55
India,2014,29.3,16.2,55
India,2014,29.4,17.8,55
India,2014,29.1,18.4,56
India,2014,27.1,17.2,62
India,2014,28.4,17.0,56
India,2014,29.4,17.5,50
India,2014,29.8,19.4,51
India,2014,29.6,19.7,53
India,2014,29.0,20.0,57
India,2014,28.2,20.5,58
India,2014,27.9,18.6,63
India,2014,29.4,18.6,58
India,2014,29.3,20.0,54
India,2014,28.5,20.3,56
India,2014,27.3,18.8,61
India,2014,28.5,18.5,56
India,2014,28.9,18.7,59
India,2014,29.2,17.3,54
India,2014,28.3,16.8,51
India,2014,28.2,14.9,42
India,2014,28.5,14.5,37
India,2014,28.8,14.8,35
India,2014,28.7,14.5,35
India,2014,28.9,14.5,36
India,2014,29.5,14.5,37
India,2014,30.4,15.2,40
India,2014,31.1,15.1,40
India,2014,31.8,15.4,42
India,2014,32.3,17.3,42
India,2014,32.9,18.4,40
India,2014,32.5,19.3,41
India,2014,31.6,18.4,39
India,2014,29.8,16.1,41
India,2014,30.0,15.8,37
India,2014,29.9,17.6,38
India,2014,31.2,21.2,45
India,2014,29.5,22.1,47
India,2014,29.4,18.6,46
India,2014,27.5,19.2,41
India,2014,26.5,16.5,35
India,2014,27.5,13.6,34
India,2014,29.5,13.1,38
India,2014,31.6,15.6,35
India,2014,30.9,18.9,47
India,2014,30.8,22.3,55
India,2014,31.6,20.4,68
India,2014,30.1,19.7,69
India,2014,32.2,21.5,55
India,2014,31.2,20.8,56
India,2014,31.5,20.8,58
India,2014,28.0,19.1,81
India,2014,26.4,18.6,80
India,2014,27.3,17.6,68
India,2014,28.2,16.6,52
India,2014,24.9,16.3,72
India,2014,26.9,16.3,71
India,2014,25.9,19.0,75
India,2014,27.7,18.2,69
India,2014,28.5,18.7,68
India,2014,28.7,19.2,70
India,2014,28.0,18.2,75
India,2014,30.4,18.9,68
India,2014,31.0,20.6,65
India,2014,31.6,19.5,68
India,2014,32.3,19.9,61
India,2014,33.3,21.2,59
India,2014,33.8,21.4,56
India,2014,35.0,21.1,49
India,2014,34.5,22.2,49
India,2014,35.8,21.4,46
India,2014,36.5,20.3,40
India,2014,37.0,21.6,40
India,2014,35.8,20.6,33
India,2014,36.6,19.6,34
India,2014,36.5,22.9,35
India,2014,35.3,24.3,39
India,2014,36.7,23.6,42
India,2014,37.5,24.5,38
India,2014,39.0,23.6,35
India,2014,39.7,23.8,32
India,2014,39.6,25.0,29
India,2014,39.8,24.3,30
India,2014,39.1,24.3,27
India,2014,38.6,23.2,26
India,2014,38.9,22.4,26
India,2014,38.7,24.0,25
India,2014,39.5,24.7,22
India,2014,40.9,24.6,23
India,2014,40.5,25.5,25
India,2014,40.2,27.2,27
India,2014,38.3,25.1,28
India,2014,38.8,23.8,26
India,2014,39.4,24.3,20
India,2014,39.3,24.2,21
India,2014,39.2,25.1,31
India,2014,37.9,25.9,44
India,2014,38.0,27.1,39
India,2014,39.7,27.0,35
India,2014,40.3,27.7,31
India,2014,38.0,28.2,40
India,2014,38.7,25.8,39
India,2014,37.7,26.7,40
India,2014,38.5,26.9,30
India,2014,38.8,26.3,36
India,2014,39.0,26.9,34
India,2014,39.8,27.3,29
India,2014,40.9,27.2,29
India,2014,41.9,25.9,23
India,2014,42.4,27.4,23
India,2014,42.4,28.1,25
India,2014,41.5,26.8,27
India,2014,41.1,28.3,32
India,2014,42.0,28.1,28
India,2014,42.0,27.7,24
India,2014,39.8,28.5,28
India,2014,39.5,29.0,31
India,2014,38.1,27.8,39
India,2014,37.2,28.4,44
India,2014,38.4,28.2,44
India,2014,38.7,29.5,41
India,2014,35.6,26.8,55
India,2014,37.7,26.2,45
India,2014,39.8,27.6,28
India,2014,40.0,28.5,25
India,2014,40.0,28.3,27
India,2014,39.7,29.5,25
India,2014,38.6,27.6,28
India,2014,38.9,28.4,31
India,2014,40.2,28.5,29
India,2014,41.4,29.4,28
India,2014,41.0,30.2,29
India,2014,41.0,30.3,33
India,2014,40.6,30.4,35
India,2014,42.9,30.4,23
India,2014,43.2,28.5,20
India,2014,43.8,31.5,18
India,2014,42.7,29.7,22
India,2014,39.7,30.4,38
India,2014,39.3,29.1,37
India,2014,41.5,29.1,28
India,2014,43.1,28.8,26
India,2014,43.4,31.1,25
India,2014,43.7,32.5,24
India,2014,43.8,32.5,23
India,2014,43.7,31.8,25
India,2014,42.1,31.3,29
India,2014,43.2,30.8,31
India,2014,43.4,31.6,28
India,2014,44.2,31.2,26
India,2014,44.2,33.9,25
India,2014,45.1,34.4,24
India,2014,44.3,34.4,25
India,2014,42.4,33.1,28
India,2014,40.3,33.1,39
India,2014,38.3,29.9,50
India,2014,40.2,31.0,38
India,2014,38.9,28.1,44
India,2014,38.2,28.3,47
India,2014,39.4,30.3,43
India,2014,39.5,30.4,44
India,2014,32.8,26.4,69
India,2014,35.1,24.7,67
India,2014,36.8,28.0,53
India,2014,36.7,29.4,46
India,2014,36.7,29.2,43
India,2014,37.9,28.6,41
India,2014,38.6,28.7,40
India,2014,38.5,28.9,39
India,2014,37.1,29.2,41
India,2014,37.9,29.8,43
India,2014,32.2,25.0,76
India,2014,35.6,28.0,50
India,2014,38.4,28.6,40
India,2014,39.2,29.1,35
India,2014,39.3,29.7,37
India,2014,38.8,29.8,42
India,2014,38.3,29.7,43
India,2014,35.3,30.6,48
India,2014,29.5,25.0,76
India,2014,34.9,26.8,62
India,2014,36.0,27.0,61
India,2014,30.1,25.6,80
India,2014,33.1,26.7,66
India,2014,33.4,27.3,65
India,2014,30.2,24.6,76
India,2014,31.0,24.8,80
India,2014,28.7,24.9,89
India,2014,27.0,24.2,88
India,2014,30.1,24.5,78
India,2014,31.7,25.4,70
India,2014,31.1,25.9,73
India,2014,27.4,23.9,89
India,2014,26.7,23.8,87
India,2014,24.9,23.9,90
India,2014,24.0,23.3,90
India,2014,26.7,21.9,81
India,2014,28.8,22.5,71
India,2014,30.2,23.0,75
India,2014,29.3,23.9,80
India,2014,26.5,24.3,89
India,2014,25.8,24.0,93
India,2014,29.8,23.8,86
India,2014,28.6,24.7,86
India,2014,28.2,24.3,91
India,2014,30.6,24.5,85
India,2014,30.4,25.3,79
India,2014,30.6,25.0,78
India,2014,25.6,24.2,92
India,2014,25.1,23.8,93
India,2014,29.9,23.5,80
India,2014,30.6,23.9,76
India,2014,30.3,24.6,73
India,2014,30.9,24.9,73
India,2014,26.8,24.9,86
India,2014,28.2,24.1,83
India,2014,31.3,24.7,73
India,2014,29.4,25.2,72
India,2014,30.4,25.5,72
India,2014,30.2,25.0,72
India,2014,30.4,25.0,72
India,2014,30.7,24.4,75
India,2014,32.3,24.6,74
India,2014,32.5,25.0,76
India,2014,31.0,24.5,83
India,2014,31.4,24.9,86
India,2014,30.0,24.4,85
India,2014,31.6,24.3,82
India,2014,31.0,25.3,81
India,2014,31.9,25.5,80
India,2014,29.6,24.3,88
India,2014,31.1,24.0,87
India,2014,30.5,23.7,88
India,2014,30.7,24.4,83
India,2014,30.1,24.4,87
India,2014,28.6,24.3,91
India,2014,26.3,24.1,93
India,2014,28.2,23.5,84
India,2014,30.1,24.0,80
India,2014,30.4,24.3,76
India,2014,29.7,25.4,78
India,2014,27.6,24.1,89
India,2014,25.5,23.7,94
India,2014,26.5,22.7,82
India,2014,24.3,23.1,75
India,2014,24.8,22.9,87
India,2014,29.4,23.5,84
India,2014,30.1,23.6,79
India,2014,29.2,24.1,82
India,2014,30.1,23.9,83
India,2014,31.8,23.6,80
India,2014,31.6,24.0,80
India,2014,31.7,24.8,77
India,2014,32.3,25.0,76
India,2014,32.2,25.8,73
India,2014,31.0,26.2,75
India,2014,31.8,25.0,74
India,2014,31.5,25.1,77
India,2014,32.1,24.6,74
India,2014,33.4,23.0,68
India,2014,33.1,22.0,69
India,2014,32.7,22.4,61
India,2014,32.6,22.8,65
India,2014,32.8,22.6,68
India,2014,32.8,22.7,66
India,2014,32.9,22.6,66
India,2014,33.7,22.2,62
India,2014,33.7,22.5,60
India,2014,34.1,23.3,62
India,2014,34.3,24.2,62
India,2014,34.7,23.8,59
India,2014,33.4,24.4,66
India,2014,32.4,23.8,70
India,2014,32.1,24.0,69
India,2014,32.6,24.1,71
India,2014,33.7,24.9,61
India,2014,34.4,25.9,47
India,2014,33.6,24.1,49
India,2014,30.1,25.2,72
India,2014,32.6,23.8,67
India,2014,31.0,24.3,76
India,2014,32.0,23.3,74
India,2014,32.7,24.0,71
India,2014,32.4,24.2,68
India,2014,33.0,23.4,65
India,2014,33.0,23.3,61
India,2014,32.6,24.2,62
India,2014,33.5,21.4,56
India,2014,33.3,20.7,53
India,2014,33.3,21.2,47
India,2014,27.8,23.5,60
India,2014,25.8,20.9,72
India,2014,28.9,21.1,66
India,2014,30.6,19.9,62
India,2014,31.7,19.1,56
India,2014,32.0,19.7,56
India,2014,32.3,19.9,58
India,2014,32.7,19.7,56
India,2014,33.1,20.6,55
India,2014,33.1,20.7,51
India,2014,33.6,19.8,45
India,2014,33.3,19.5,51
India,2014,33.7,21.3,47
India,2014,32.7,19.4,48
India,2014,32.7,18.7,49
India,2014,32.1,20.0,52
India,2014,32.4,23.7,68
India,2014,31.5,23.0,74
India,2014,31.9,22.4,73
India,2014,31.9,23.1,67
India,2014,31.7,23.0,70
India,2014,32.0,22.7,69
India,2014,32.5,23.5,68
India,2014,31.2,22.8,71
India,2014,32.1,22.3,55
India,2014,31.2,18.0,41
India,2014,31.1,16.1,48
India,2014,30.6,16.1,49
India,2014,30.9,16.6,50
India,2014,30.7,17.4,51
India,2014,30.7,17.5,51
India,2014,30.3,16.5,51
India,2014,30.4,16.7,49
India,2014,30.6,16.5,52
India,2014,31.1,16.7,53
India,2014,31.0,17.1,52
India,2014,31.3,16.8,48
India,2014,31.0,16.7,52
India,2014,30.3,17.5,54
India,2014,30.3,16.5,49
India,2014,29.9,16.7,47
India,2014,29.7,15.8,49
India,2014,29.6,16.5,44
India,2014,29.6,15.3,44
India,2014,29.7,14.9,49
India,2014,30.1,15.2,55
India,2014,30.1,16.2,56
India,2014,29.9,18.2,58
India,2014,29.3,19.5,62
India,2014,26.7,20.0,77
India,2014,28.4,20.5,68
India,2014,25.5,18.2,76
India,2014,25.8,15.7,51
India,2014,24.3,13.7,47
India,2014,24.8,12.6,51
India,2014,25.3,11.3,51
India,2014,25.5,11.7,54
India,2014,26.5,13.9,53
India,2014,26.7,12.1,53
India,2014,27.3,11.9,54
India,2014,28.0,12.7,53
India,2014,27.6,13.9,53
India,2014,26.7,15.8,50
India,2014,25.2,14.1,40
India,2014,25.0,12.5,39
India,2014,25.6,11.2,44
India,2014,27.9,12.0,47
India,2014,29.5,17.8,57
India,2015,27.0,19.8,68
India,2015,26.5,19.0,79
India,2015,24.4,18.4,87
India,2015,25.7,18.5,77
India,2015,25.0,15.8,69
India,2015,25.6,12.0,53
India,2015,26.2,11.2,61
India,2015,26.2,13.1,54
India,2015,25.1,13.2,52
India,2015,25.7,10.9,56
India,2015,26.3,11.5,51
India,2015,27.3,11.4,52
India,2015,26.3,13.0,50
India,2015,27.3,10.8,49
India,2015,27.6,11.9,49
India,2015,27.5,12.7,47
India,2015,26.6,14.9,51
India,2015,26.0,14.3,51
India,2015,26.7,13.6,47
India,2015,27.8,14.3,43
India,2015,28.7,17.1,45
India,2015,29.0,16.9,48
India,2015,28.8,19.2,54
India,2015,29.2,19.2,52
India,2015,30.4,18.7,51
India,2015,29.6,19.1,48
India,2015,29.6,16.9,52
India,2015,29.2,17.9,55
India,2015,28.6,17.3,60
India,2015,27.2,18.2,47
India,2015,27.4,14.7,40
India,2015,29.3,14.3,40
India,2015,30.6,15.0,44
India,2015,30.8,16.8,55
India,2015,31.0,16.5,50
India,2015,30.6,18.5,51
India,2015,30.5,18.0,47
India,2015,30.9,17.7,46
India,2015,30.9,18.6,46
India,2015,29.3,19.9,52
India,2015,30.3,19.8,52
India,2015,29.4,18.6,52
India,2015,28.8,19.1,54
India,2015,30.9,18.6,52
India,2015,30.9,16.6,38
India,2015,33.1,17.5,40
India,2015,32.7,17.7,41
India,2015,34.3,17.3,39
India,2015,33.7,17.6,37
India,2015,33.1,18.3,38
India,2015,32.4,20.2,46
India,2015,33.0,20.1,45
India,2015,34.3,18.6,38
India,2015,34.0,18.8,39
India,2015,34.6,19.1,40
India,2015,35.0,20.0,34
India,2015,34.9,21.4,33
India,2015,33.3,21.2,41
India,2015,33.9,22.3,42
India,2015,23.6,19.5,89
India,2015,26.3,19.0,79
India,2015,27.3,19.4,70
India,2015,27.1,15.5,52
India,2015,29.0,16.0,55
India,2015,30.2,19.0,56
India,2015,31.1,17.7,57
India,2015,32.4,18.0,62
India,2015,32.3,21.6,62
India,2015,32.5,21.2,58
India,2015,33.1,21.8,55
India,2015,32.9,22.3,53
India,2015,33.7,21.3,53
India,2015,33.0,21.2,54
India,2015,33.6,21.8,44
India,2015,33.1,22.5,62
India,2015,32.9,21.8,63
India,2015,33.0,22.2,48
India,2015,33.8,21.6,43
India,2015,35.4,22.6,36
India,2015,35.9,23.7,35
India,2015,37.7,23.3,33
India,2015,38.0,23.2,34
India,2015,38.2,25.5,29
India,2015,38.6,25.5,26
India,2015,38.7,24.0,26
India,2015,38.1,23.3,34
India,2015,38.3,23.9,35
India,2015,37.7,25.0,42
India,2015,31.7,24.1,57
India,2015,36.1,23.5,50
India,2015,36.8,24.6,41
India,2015,38.4,22.8,35
India,2015,38.8,23.8,29
India,2015,37.8,25.0,28
India,2015,37.9,24.3,30
India,2015,38.2,23.9,33
India,2015,39.2,26.0,35
India,2015,38.3,25.8,51
India,2015,37.6,24.7,49
India,2015,37.8,26.3,47
India,2015,32.7,24.4,59
India,2015,31.5,22.3,78
India,2015,29.9,21.1,71
India,2015,27.9,19.9,78
India,2015,30.5,20.3,74
India,2015,31.7,21.4,65
India,2015,34.0,22.8,61
India,2015,37.4,22.6,49
India,2015,39.8,24.4,41
India,2015,39.8,26.7,41
India,2015,40.3,26.5,37
India,2015,40.6,27.0,34
India,2015,39.2,28.0,29
India,2015,39.6,26.8,24
India,2015,39.4,26.4,32
India,2015,39.0,25.6,37
India,2015,39.6,25.8,40
India,2015,42.5,28.2,28
India,2015,42.2,28.2,20
India,2015,41.8,26.9,22
India,2015,42.2,27.4,22
India,2015,41.5,27.0,22
India,2015,41.8,28.9,23
India,2015,39.7,29.2,36
India,2015,39.2,27.9,42
India,2015,40.4,27.4,33
India,2015,41.1,27.3,29
India,2015,42.9,26.8,25
India,2015,42.3,30.4,21
India,2015,40.9,30.4,26
India,2015,40.9,28.0,36
India,2015,40.4,29.1,37
India,2015,40.7,29.9,35
India,2015,37.4,25.5,57
India,2015,35.5,25.7,62
India,2015,37.4,26.7,57
India,2015,40.0,28.3,41
India,2015,42.5,28.8,34
India,2015,45.5,31.6,23
India,2015,45.4,33.0,20
India,2015,45.8,31.3,20
India,2015,45.3,33.5,19
India,2015,43.7,32.7,18
India,2015,43.2,31.8,25
India,2015,43.9,31.9,25
India,2015,44.3,32.3,28
India,2015,44.3,32.4,23
India,2015,44.7,33.3,21
India,2015,45.1,33.1,22
India,2015,45.4,34.0,20
India,2015,45.0,34.6,19
India,2015,43.0,32.9,31
India,2015,40.6,31.1,40
India,2015,38.9,29.0,45
India,2015,39.9,30.5,44
India,2015,39.8,30.9,40
India,2015,41.9,31.3,37
India,2015,40.0,30.6,43
India,2015,40.5,30.0,46
India,2015,39.2,29.1,54
India,2015,40.0,29.9,47
India,2015,39.2,27.2,57
India,2015,35.2,25.9,74
India,2015,32.7,25.4,76
India,2015,29.3,24.6,84
India,2015,32.2,24.5,77
India,2015,32.2,24.5,83
India,2015,31.3,24.6,83
India,2015,33.1,25.6,82
India,2015,31.8,25.1,85
India,2015,32.0,25.3,82
India,2015,28.3,24.8,89
India,2015,25.5,24.2,92
India,2015,31.2,24.4,78
India,2015,31.5,24.7,75
India,2015,29.4,25.9,71
India,2015,31.1,26.1,67
India,2015,31.2,25.2,69
India,2015,32.4,26.1,65
India,2015,32.0,25.6,68
India,2015,32.6,25.3,68
India,2015,31.0,25.9,76
India,2015,31.6,24.6,76
India,2015,32.2,26.1,64
India,2015,31.8,25.7,60
India,2015,33.3,26.0,58
India,2015,31.7,26.0,60
India,2015,32.1,26.1,62
India,2015,31.4,27.1,63
India,2015,31.4,27.3,60
India,2015,27.8,24.1,86
India,2015,30.4,24.1,81
India,2015,32.6,24.3,73
India,2015,33.0,25.7,74
India,2015,33.5,25.4,72
India,2015,33.7,26.8,67
India,2015,32.7,26.8,63
India,2015,31.0,26.6,71
India,2015,30.7,24.9,79
India,2015,28.7,25.5,80
India,2015,29.9,25.5,76
India,2015,28.7,24.3,83
India,2015,31.1,24.6,81
India,2015,29.3,24.2,88
India,2015,28.8,24.6,86
India,2015,29.2,24.9,79
India,2015,29.8,23.7,77
India,2015,30.1,24.2,75
India,2015,31.7,24.6,73
India,2015,30.0,23.7,74
India,2015,29.8,24.6,73
India,2015,30.5,25.1,71
India,2015,30.8,25.1,70
India,2015,31.1,25.1,72
India,2015,27.0,24.3,84
India,2015,24.0,23.0,90
India,2015,26.4,22.7,87
India,2015,27.2,22.9,83
India,2015,29.4,23.8,84
India,2015,29.3,24.7,88
India,2015,30.3,24.5,85
India,2015,30.4,24.7,83
India,2015,30.0,24.7,86
India,2015,29.1,24.1,90
India,2015,24.6,23.0,94
India,2015,25.5,22.7,92
India,2015,30.4,24.6,83
India,2015,30.6,25.4,79
India,2015,29.8,25.0,82
India,2015,31.4,24.8,83
India,2015,31.4,25.0,79
India,2015,32.0,24.9,80
India,2015,31.5,24.6,72
India,2015,30.2,25.2,73
India,2015,30.6,24.1,73
India,2015,30.8,24.3,73
India,2015,31.0,24.8,72
India,2015,31.8,24.9,73
India,2015,27.7,25.0,85
India,2015,28.9,24.7,90
India,2015,28.3,24.5,91
India,2015,27.5,24.7,90
India,2015,30.8,24.2,90
India,2015,30.7,24.4,81
India,2015,31.1,23.4,75
India,2015,31.6,22.4,76
India,2015,31.2,24.3,81
India,2015,32.0,24.1,80
India,2015,32.0,25.1,81
India,2015,29.9,24.6,86
India,2015,30.7,23.6,87
India,2015,31.9,23.7,82
India,2015,32.3,24.1,82
India,2015,33.1,24.5,75
India,2015,32.3,25.2,74
India,2015,32.5,25.6,80
India,2015,31.1,24.6,87
India,2015,31.6,25.4,84
India,2015,31.1,24.4,88
India,2015,25.9,24.5,93
India,2015,30.7,24.3,79
India,2015,31.1,24.5,78
India,2015,30.0,25.1,83
India,2015,30.8,25.0,81
India,2015,30.9,24.1,78
India,2015,31.6,23.9,79
India,2015,31.6,23.9,74
India,2015,31.8,23.4,72
India,2015,31.3,20.6,68
India,2015,31.5,22.3,69
India,2015,31.1,22.3,74
India,2015,32.1,23.2,73
India,2015,32.6,23.1,71
India,2015,32.8,24.0,76
India,2015,33.0,25.0,77
India,2015,32.8,23.9,82
India,2015,33.7,24.1,76
India,2015,33.6,22.8,67
India,2015,34.1,21.9,65
India,2015,33.3,21.3,62
India,2015,32.6,23.1,64
India,2015,34.2,22.6,60
India,2015,34.3,22.2,59
India,2015,34.1,22.2,56
India,2015,34.2,24.6,55
India,2015,34.3,22.7,54
India,2015,35.1,22.5,56
India,2015,33.7,23.5,59
India,2015,32.4,23.9,70
India,2015,33.0,23.4,66
India,2015,32.6,22.0,64
India,2015,32.7,22.7,62
India,2015,33.3,24.9,59
India,2015,33.5,22.9,59
India,2015,33.4,23.6,61
India,2015,33.4,24.0,62
India,2015,33.1,24.2,64
India,2015,32.4,23.8,61
India,2015,32.5,23.2,59
India,2015,32.3,22.7,60
India,2015,32.6,23.0,57
India,2015,30.7,22.2,61
India,2015,29.1,21.8,65
India,2015,29.1,21.8,66
India,2015,29.4,21.6,66
India,2015,30.1,22.5,65
India,2015,31.0,21.7,63
India,2015,31.3,21.6,61
India,2015,31.3,21.3,61
India,2015,31.7,22.6,59
India,2015,32.2,23.0,54
India,2015,32.4,22.4,50
India,2015,32.1,21.6,52
India,2015,31.3,21.5,55
India,2015,32.0,20.3,58
India,2015,31.9,20.1,55
India,2015,32.2,19.9,54
India,2015,31.9,19.7,52
India,2015,32.1,19.3,55
India,2015,32.1,20.5,55
India,2015,31.8,19.8,54
India,2015,31.0,18.5,53
India,2015,30.6,18.8,50
India,2015,30.6,19.3,49
India,2015,30.9,19.7,50
India,2015,31.1,20.6,49
India,2015,31.0,20.1,51
India,2015,31.1,20.2,54
India,2015,31.4,20.8,57
India,2015,31.7,20.3,57
India,2015,32.0,19.4,55
India,2015,31.3,21.2,58
India,2015,31.3,21.9,60
India,2015,30.5,21.5,57
India,2015,30.9,18.4,57
India,2015,31.0,19.2,56
India,2015,31.0,21.3,59
India,2015,30.6,21.5,52
India,2015,30.5,18.4,53
India,2015,29.9,17.1,49
India,2015,30.0,16.3,49
India,2015,29.8,15.1,51
India,2015,29.7,15.0,50
India,2015,30.1,16.3,53
India,2015,31.7,20.2,55
India,2015,31.3,21.9,60
India,2015,30.8,20.9,57
India,2015,30.1,21.4,62
India,2015,28.6,19.5,44
India,2015,29.5,19.7,51
India,2015,31.0,21.4,60
India,2015,28.2,20.9,54
India,2015,27.5,18.1,41
India,2015,29.0,19.6,57
India,2015,29.3,20.4,64
India,2015,29.5,20.5,65
India,2015,29.3,20.4,58
India,2015,26.7,17.5,41
India,2015,23.7,14.4,37
India,2015,24.6,12.8,41
India,2015,27.6,12.7,43
India,2015,29.6,14.0,43
India,2015,30.3,14.1,48
India,2015,30.8,15.4,48
India,2015,31.0,15.9,50
India,2016,30.5,16.6,53
India,2016,30.8,16.4,50
India,2016,29.0,17.6,49
India,2016,28.9,16.3,45
India,2016,28.7,14.4,48
India,2016,29.2,14.1,49
India,2016,29.0,15.4,48
India,2016,29.4,15.7,51
India,2016,29.7,15.5,49
India,2016,28.5,16.1,51
India,2016,28.9,15.8,50
India,2016,28.9,15.7,46
India,2016,29.1,16.9,43
India,2016,29.3,17.3,46
India,2016,27.7,19.8,53
India,2016,28.2,18.1,58
India,2016,27.8,20.1,55
India,2016,28.4,19.8,54
India,2016,28.8,19.7,50
India,2016,25.7,16.8,56
India,2016,24.3,14.6,44
India,2016,24.6,12.5,44
India,2016,25.5,11.3,39
India,2016,27.4,10.7,42
India,2016,28.4,12.8,41
India,2016,30.0,15.7,53
India,2016,31.5,18.8,52
India,2016,30.2,14.8,41
India,2016,31.0,17.0,46
India,2016,32.6,16.2,48
India,2016,33.7,16.8,44
India,2016,33.1,17.2,48
India,2016,33.2,18.7,43
India,2016,31.1,18.7,44
India,2016,29.5,17.6,39
India,2016,30.4,16.6,39
India,2016,31.7,17.2,47
India,2016,32.6,21.7,45
India,2016,30.9,19.8,39
India,2016,30.5,18.2,39
India,2016,32.5,19.4,48
India,2016,33.2,22.7,45
India,2016,32.5,20.6,38
India,2016,32.5,22.1,51
India,2016,30.5,21.5,51
India,2016,31.7,23.2,47
India,2016,33.7,21.0,35
India,2016,33.7,20.3,39
India,2016,34.4,20.5,46
India,2016,34.7,20.3,36
India,2016,35.4,21.4,35
India,2016,35.8,21.6,40
India,2016,35.0,24.8,47
India,2016,34.6,24.2,41
India,2016,35.1,24.8,45
India,2016,33.9,24.7,49
India,2016,33.6,25.0,55
India,2016,32.4,23.5,63
